model_s,tail_num,mfg,model,updated,comment 
a555d7,N443AW,BOMBARDIER INC,CL-600-2B19,1464739200,
ab38aa,N822DX,BOEING,757-26D,1464739200,
a41c69,N364NW,AIRBUS INDUSTRIE,A320-212,1464739200,
aa72d3,N7720F,BOEING,737-7BD,1464739200,
aa1dcd,N751AN,,B772,1464739201,B777-223 (ER)
a963f7,N704FR,AIRBUS,A321-211,1464739200,
a4b21b,N401UA,,A320,1464739201,A320-232
aaa6dd,N786AN,,B772,1464739201,B777-223ER
a423d7,N366NW,AIRBUS INDUSTRIE,A320-212,1464739200,
abe65a,N866NN,BOEING,737-823,1464739200,
ab4840,N826MH,BOEING,767-432ER,1464739200,
aabf80,N792AN,BOEING,777-223,1464739200,
aba1a0,N849DN,BOEING 737-932,B739,1466992601,DELTA AIR LINES
ab6b45,N835DN,BOEING 737-932,B739,1466992601,DELTA AIR LINES
a0a9f8,N14188,EMBRAER,EMB-145XR,1464739200,
a68414,N519NK,,A319,1464739201,A319-132
aacf19,N796JB,AIRBUS,A320-232,1464739200,
a967eb,N705JB,,A320,1464739201,A320-232
a44d3f,N3766,,B738,1464739201,B737-832
a40cfc,N360HA,AIRBUS,A330-243,1464739200,
a880ff,N647UA,BOEING,767-322,1464739200,
a899a2,N653UA,,B763,1464739201,B767-322 (ER)
a5f3cf,N483AS,BOEING 737-990,B739,1466992601,ALASKA AIRLINES
ad2baa,N948JB,AIRBUS,A321-231,1466168188,
a1286c,N174DZ,BOEING,767-332,1464739200,
a9b06f,N723TW,,B752,1464739201,B757-231
a8d5a0,N66893,BOEING 737-924(ER),B739,1466992601,UNITED AIRLINES
a8deda,N67052,,B764,1464739201,B767-424 (ER)
a1a523,N205FR,AIRBUS,A320-214,1464739200,
a7a08a,N59053,BOEING,767-424ER,1464739200,
ab525f,N829AW,AIRBUS INDUSTRIE,A319-132,1464739200,
a8d489,N66814,BOEING,737-924ER,1464739200,
a683a8,N519JB,AIRBUS INDUSTRIE,A320-232,1464739200,
a12625,N173US,,A321,1464739201,A321-211
a85887,N637JB,AIRBUS,A320-232,1464739200,
a6c88e,N536UW,,A321,1464739201,A321-231
a31a2d,N29961,BOEING 787-9 DREAMLINER,B789,1466992601,UNITED AIRLINES
aa3ae2,N75851,BOEING,757-324,1464739200,
a50064,N421LV,BOEING,B737,1464739201,B737-7H4/W
a94b6b,N69840,BOEING,737-924ER,1464739200,
aac337,N793AN,BOEING,777-223,1464739200,
a86e6c,N642UA,,B763,1464739201,B767-322 (ER)
a73a47,N565JB,AIRBUS,A320-232,1464739200,
aa2701,N753US,AIRBUS INDUSTRIE,A319-112,1464739200,
ab64b8,N833NN,,B738,1464739201,B738
abd204,N8606C,BOEING 737-8H4,B738,1466992601,SOUTHWEST AIRLINES
a84c9d,N634AE,EMBRAER,EMB-145LR,1464739200,
a441fb,N3735D,BOEING,737-832,1464739200,
a8f3c5,N676UA,,B763,1464739201,B767-322ER
a445f0,N37466,BOEING,737-924ER,1464739200,
a8ced2,N667GB,,E145,1464739201,Emb.145LR
ac75a5,N9013A,AIRBUS A319-115,A319,1466992601,AMERICAN AIRLINES
aacfe9,N796SK,BOMBARDIER INC,CL-600-2C10,1464739200,
aa44cf,N76064,BOEING,767-424ER,1464739200,
a93d9f,N695DL,,B752,1464739201,B757-232
ab2b2c,N819DX,BOEING,757-26D,1464739200,
a24b0a,N247LR,BOMBARDIER INC,CL-600-2D24,1466168185,
ac9fbe,N912SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a770a2,N579JB,,A320,1464739201,A320-232
a9ff49,N743SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a69894,N524JB,,A320,1464739201,A320-232
a2bec7,N276WN,BOEING,B737,1464739201,B737-7H4/W
a189f2,N199DN,BOEING,767-332,1464739200,
ab1d30,N815NW,,A333,1464739201,A330-323 (E)
ab1839,N814AA,BOEING,787-8,1464739200,
a58672,N455UA,AIRBUS INDUSTRIE,A320-232,1464739200,
abbee3,N856NW,,A332,1464739201,A330-223
a20a81,N230WN,BOEING,737-7H4,1464739200,
a4fda0,N420WN,BOEING,B737,1464739201,B737-7H4/W
a73d45,N566AS,,B738,1464739201,B737-890/W
ab1fa7,N816AA,BOEING,787-8,1464739200,
a6c4d3,N535US,BOEING,757-251,1464739200,
a05c59,N122NN,AIRBUS,A321-231,1466168185,
ac71dd,N9002U,AIRBUS,A319-115,1464739200,
a76f43,N57852,BOEING,757-324,1464739200,
a009a4,N101NN,AIRBUS INDUSTRIE,A321-231,1464739200,
a4095f,N35953,BOEING,787-9,1466168186,
aacd50,N79521,BOEING,737-824,1464739200,
a12c23,N175DZ,BOEING,767-332,1464739200,
a44197,N3732J,BOEING,737-832,1464739200,
ad8895,N971NN,BOEING,737-823,1464739200,
a46d4f,N38459,BOEING,737-924ER,1466168186,
a8222c,N623JB,,A320,1464739201,A320-232
a7486a,N569AS,BOEING,737-890,1464739200,
aaae4b,N788AN,BOEING,777-223,1464739200,
ad4f72,N957JB,AIRBUS,A321-231,1464739200,
a8b5fc,N660UA,BOEING,767-322,1464739200,
a849ab,N633JB,AIRBUS,A320-232,1464739200,
a3a5ec,N334NW,,A320,1464739201,A320-212
a744b3,N568AS,,B738,1464739201,B737-890(WL)
a16ebc,N19130,,B752,1464739201,B757-224 (ET)
a9ab07,N722AN,BOEING,777-323ER,1464739200,
abafff,N852NN,BOEING,737-823,1464739200,
aa6914,N770AN,,B772,1464739201,B777-223 (ER)
a0f4a2,N1604R,BOEING,767-332,1464739200,
ab048d,N809NW,,A333,1464739201,A330-323 (X)
aae6d5,N801NW,AIRBUS,A330-323,1464739200,
a8913b,N651JB,,A320,1464739201,A320-232
a9b62c,N725AN,BOEING,777-323ER,1464739200,
a471e0,N386DA,,B738,1464739201,B737-832
aa92f9,N78002,,B772,1464739201,B777-224 (ER)
a41e74,N36469,BOEING 737-924,B739,1466992601,UNITED AIRLINES
aa4195,N760AN,BOEING,777-223,1464739200,
a43fa0,N373HA,AIRBUS,A330-243,1464739200,
a2a3b5,N26966,BOEING,787-9,1464739200,
a8d3b4,N668UA,,B763,1464739201,B767-322ER
a44240,N3737C,BOEING,737-832,1464739200,
aa944a,N781AN,,B772,1464739201,B777-223 (ER)
a8c88f,N665UA,,B763,1464739201,B767-322 (ER)
aa7426,N77295,,B738,1464739201,B738
ab20df,N816NN,BOEING,737-823,1464739200,
a8886d,N649UA,,B763,1464739201,B767-322ER
a8dbbd,N670AE,,E145,1464739201,ERJ-145LR
aab202,N789AN,BOEING,777-223,1464739200,
a9a750,N721AN,BOEING,777-323ER,1466168187,
ab034d,N809AA,BOEING,787-8,1466168187,
a081a3,N13124,,E145,1464739201,Emb.145XR
a6bba3,N533AS,,B738,1464739201,B738
aaf47d,N805AN,BOEING,787-8,1464739200,
a09fc4,N13954,BOEING,787-9,1464739200,
a6d3af,N539US,BOEING,757-251,1464739200,
a44e18,N377DA,BOEING,737-832,1464739200,
ad5329,N958JB,AIRBUS A321-231,A321,1466992601,JETBLUE AIRWAYS
aa3417,N757AN,BOEING,777-223,1464739200,
a96c72,N706SK,,CRJ7,1464739201,CRJ7
aa589c,N766JB,,A320,1464739201,A320
ab7ae4,N839MH,,B764,1464739201,B767-432ER
a3696e,N319NB,,A319,1464739201,A319-114
aa3518,N757LV,BOEING,737-7H4,1464739200,
a2a38e,N26952,BOEING,787-9,1464739200,
a14ad4,N18223,,B738,1464739201,B737-824
a86605,N640JB,AIRBUS,A320-232,1464739200,
ab15c2,N813NW,AIRBUS,A330-323,1464739200,
a8d249,N668DN,,B752,1464739201,B757-232
a9a399,N720AN,BOEING,777-323ER,1466168187,
a22ab9,N239JB,,E190,1464739201,ERJ-190-100IGW
a2ca64,N27908,BOEING,787-8,1466168185,
aaa326,N785AN,,B772,1464739201,B777-223 (ER)
a44357,N374HA,AIRBUS,A330-243,1466168186,
aad981,N799AN,,B772,1464739201,B777-223 (ER)
ad6bdc,N964JT,AIRBUS,A321-231,1464739200,
a1574e,N186DN,,B763,1464739201,B767-332 (ER)
ac0bc4,N87531,,B738,1464739201,B738
abd018,N860NW,AIRBUS,A330-223,1464739200,
a8afec,N659UA,BOEING,767-322,1464739200,
ac74e4,N901WN,BOEING,B737,1464739201,B737
a8e4e9,N672UA,BOEING,767-322,1464739200,
a87223,N643UA,,B763,1464739201,B767-322 (ER)
ab120b,N812NW,,A333,1464739201,A330-323 (X)
a4dd51,N412UA,AIRBUS INDUSTRIE,A320-232,1464739200,
ab6fdd,N836NN,BOEING,737-823,1464739200,
a66a13,N512NK,,A319,1464739201,A319-132
ac67fc,N899NN,,B738,1464739201,B738
ad60b7,N961JT,AIRBUS,A321-231,1464739200,
ac801e,N904XJ,BOMBARDIER INC,CL-600-2D24,1464739200,
ac8932,N907AE,EMBRAER,EMB-145LR,1464739200,
aa44d0,N76065,,B764,1464739201,B767-424 (ER)
a03332,N11165,EMBRAER,EMB-145XR,1464739200,
a385be,N326MS,,CRJ9,1464739201,CRJ9
a6ce36,N538AS,BOEING,737-890,1464739200,
a55017,N441UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a4e4bf,N414UA,,A320,1464739201,A320-232
a8b476,N660CL,EMBRAER,EMB-145LR,1464739200,
a92abb,N690AE,,E145,1464739201,ERJ-145LR
a517f4,N427ZW,BOMBARDIER INC,CL-600-2B19,1464739200,
aaafcf,N788SA,BOEING,737-7H4,1464739200,
a0d19e,N152AA,AIRBUS,A321-231,1464739200,
aa797d,N774SK,,CRJ7,1464739201,CRJ7
a2a3af,N26960,BOEING,787-9,1464739200,
a8ab3c,N658JB,,A320,1464739201,A320-232
a4e108,N413UA,AIRBUS INDUSTRIE,A320-232,1464739200,
aa720f,N772SK,BOMBARDIER INC,CL-600-2C10,1464739200,
aac4bb,N793SA,BOEING,B737,1464739201,B737-7H4/W
a03397,N11191,EMBRAER,EMB-145XR,1464739200,
ab4508,N825SK,,CRJ9,1464739201,CRJ9
a2a2e6,N26909,BOEING 787-8 DREAMLINER,B788,1466992601,UNITED AIRLINES
a733e6,N563UW,AIRBUS A321-231,A321,1466992601,US AIRWAYS
aa0a6e,N746SK,,CRJ7,1464739201,CRJ7
aaed0d,N803AL,BOEING,787-8,1464739200,
a46d70,N38467,BOEING,737-924ER,1464739200,
a0d561,N153AN,NONE,A321,1466992601,NONE
a8b75f,N66056,,B764,1464739201,B767-424ER
aaf968,N806NW,,A333,1464739201,A330-323 (X)
a8e8a0,N673UA,,B763,1464739201,B767-322ER
aa9d50,N783SW,BOEING,737-7H4,1464739200,
a6d9c3,N540UW,AIRBUS,A321-231,1464739200,
aa8469,N777QC,BOEING,B737,1464739201,B737
a4e4fd,N414WN,BOEING,B737,1464739201,B737-7H4/W
a129dc,N174US,AIRBUS INDUSTRIE,A321-211,1464739200,
a40d8d,N360NW,AIRBUS INDUSTRIE,A320-212,1464739200,
aa9b89,N7829B,BOEING,737-7CT,1466168187,
a51968,N428AS,BOEING,737-990ER,1464739200,
a9f302,N740EV,,CRJ7,1464739201,CRJ7
accd10,N924AK,,E135,1464739201,E135
aaa267,N78448,,B739,1464739201,B739
a8f9c6,N678DL,,B752,1464739201,B757-232
a52333,N430AW,BOMBARDIER INC,CL-600-2B19,1464739200,
a1c03a,N21144,EMBRAER,EMB-145XR,1464739200,
acef2d,N932XJ,BOMBARDIER INC,CL-600-2D24,1464739200,
aad213,N797AN,,B772,1464739201,B777-223 (ER)
a875da,N644UA,BOEING,767-322,1464739200,
a5741d,N450WN,BOEING,737-7H4,1464739200,
a0e607,N157UW,AIRBUS A321-211,A321,1466992601,US AIRWAYS
aa922b,N780SW,BOEING,737-7H4,1464739200,
a3fc58,N356NW,,A320,1464739201,A320-212
a924fc,N689DL,BOEING,757-232,1464739200,
ab40f8,N824NW,AIRBUS A330-302,A333,1466992601,DELTA AIR LINES
aa8859,N778SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a1b5e7,N20904,BOEING,787-8,1466168185,
aa9f6f,N784AN,,B772,1464739201,B777-223 (ER)
aaa875,N786SW,BOEING,737-7H4,1464739200,
aac2e2,N79279,BOEING,737-824,1464739200,
ab1d28,N815NN,,B738,1464739201,B737-823
aae1ea,N800AN,BOEING 787-8 DREAMLINER,B788,1466992601,AMERICAN AIRLINES
a653f6,N507AE,BOMBARDIER INC,CL-600-2C10,1464739200,
a23a03,N24212,,B738,1464739201,B737-824/W
a898a9,N653JB,,A320,1464739201,A320-232
aa7988,N774SW,BOEING,737-7H4,1464739200,
abca08,N859NW,,A332,1464739201,A330-223
aac6ee,N794AN,BOEING,777-223,1464739200,
aace5c,N796AN,BOEING,777-223,1464739200,
a6e131,N542UW,,A321,1464739201,A321-231
a70bc9,N553NN,CANADAIR CRJ-900,CRJ9,1466992601,AMERICAN EAGLE
ab4fd4,N828NW,AIRBUS A330-302,A333,1466992601,DELTA AIR LINES
a8c4d8,N664UA,BOEING,767-322,1464739200,
a85c3e,N638JB,,A320,1464739201,A320-232
a694dd,N523JB,AIRBUS INDUSTRIE,A320-232,1464739200,
a6d3b3,N539UW,AIRBUS,A321-231,1464739200,
a071c2,N128DN,,,1467076514,United States   2016-03-03 14:
a71b6d,N557WN,BOEING 737-790,B737,1466992601,SOUTHWEST AIRLINES
a68031,N518LR,BOMBARDIER INC,CL-600-2C10,1464739200,
a3c3e6,N34137,BOEING,757-224,1464739200,
ab538b,N829NW,AIRBUS A330-302,A333,1466992601,DELTA AIR LINES
a0aa1b,N14198,,E145,1464739201,Emb.145XR
a1e5f1,N221NN,EMBRAER S A,ERJ 170-200 LR,1464739200,
a895eb,N652UA,,B763,1464739201,B767-322 (ER)
a544a2,N439AW,BOMBARDIER INC,CL-600-2B19,1464739200,
a34358,N30913,BOEING,787-8,1464739200,
a99ed2,N719PS,,CRJ7,1464739201,CRJ7
a6246e,N495UA,,A320,1464739201,A320-232
ab0d15,N811AB,BOEING,787-8,1466168187,
a8e29c,N6716C,,B752,1464739201,B757-232
ab97ff,N846VA,AIRBUS,A320-214,1464739200,
ab00d6,N808NW,AIRBUS,A330-323,1464739200,
484cc6,N34131,,B752,1464739201,B757-224
aa9801,N782AN,,B772,1464739201,B777-223 (ER)
abbb2c,N855NW,AIRBUS,A330-223,1464739200,
aa8315,N777AN,,B772,1464739201,B777-223 (ER)
ab1bf0,N815AA,BOEING,787-8,1464739200,
a9cb18,N730AN,BOEING,777-323ER,1466168187,
a3a082,N33262,,B738,1464739201,B737-824/W
a8bd6a,N662UA,,B763,1464739201,B767-322 (ER)
a0a522,N14001,,COL4,1464739201,COL4
a85119,N635JB,,A320,1464739201,A320-232
aa86cc,N778AN,,B772,1464739201,B777-223 (ER)
abbdb3,N856AS,BOMBARDIER INC,CL-600-2B19,1464739200,
a7197d,N557AS,BOEING,737-890,1464739200,
aa5b92,N767AJ,BOEING,777-223,1464739200,
a16ee0,N19141,BOEING,757-224,1464739200,
aa6c50,N77066,,B764,1464739201,B767-424/ER
a8cc46,N666UA,,B763,1464739201,B767-322 (ER)
a7858e,N584JB,AIRBUS,A320-232,1464739200,
a31961,N29907,BOEING,787-8,1464739200,
a19357,N200PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
a15b05,N187DN,BOEING,767-332,1464739200,
a8dd7b,N670UA,BOEING,767-322,1464739200,
aaaa92,N787AL,BOEING,777-223,1464739200,
a47fde,N38955,BOEING,787-9,1464739200,
abfdd1,N872AN,,BE58,1464739201,BE58
a86925,N641CA,BOMBARDIER INC,CL-600-2C10,1464739200,
aa3b85,N759AN,,B772,1464739201,B777-223 (ER)
a7ff34,N614SK,,CRJ7,1464739201,CRJ7
ab3c61,N823DX,BOEING,757-26D,1464739200,
ab4c1d,N827NW,AIRBUS,A330-302,1464739200,
aaf828,N806AA,BOEING 787-8 DREAMLINER,B788,1466992601,AMERICAN AIRLINES
a2cb12,N27957,BOEING,787-9,1466168185,
a8cffd,N667UA,,B763,1464739201,B767-322ER
a2ca5f,N27903,BOEING,787-8,1464739200,
ab2c0c,N819NW,,A333,1464739201,A330-323 (E)
a85999,N637VA,,A320,1464739201,A320-214
ab20e7,N816NW,,A333,1464739201,A330-323 (E)
aa5d23,N767SK,,CRJ7,1464739201,CRJ7
accaf4,N923SW,BOMBARDIER INC,CL-600-2B19,1464739200,
ab0e54,N811NW,,A333,1464739201,A330-323 (X)
a0f8f1,N16183,EMBRAER,EMB-145XR,1464739200,
a9b4de,N72405,BOEING,737-924,1464739200,
aad3a0,N797SK,,CRJ7,1464739201,CRJ7
a24753,N246LR,BOMBARDIER INC,CL-600-2D24,1464739200,
a44cca,N3762Y,,B738,1464739201,B737-832
a7cc00,N601LR,BOMBARDIER INC,CL-600-2D24,1464739200,
ab398a,N822NW,AIRBUS A330-302,A333,1466992601,DELTA AIR LINES
ac16d4,N8783E,BOMBARDIER INC,CL-600-2B19,1464739200,
ac878c,N906XJ,BOMBARDIER INC,CL-600-2D24,1464739200,
a9a4e2,N720PS,BOMBARDIER INC,CL-600-2C10,1464739200,
aae597,N801AC,BOEING 787-8 DREAMLINER,B788,1466992601,AMERICAN AIRLINES
a43ee8,N37293,BOEING,737-824,1464739200,
a55b3c,N444UA,,A320,1464739201,A320-232
a1aa4e,N206WN,BOEING,B737,1464739201,B737-7H4/W
aa8864,N778SW,BOEING,737-7H4,1464739200,
aa80eb,N776SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a3a5d9,N334NB,AIRBUS INDUSTRIE,A319-114,1464739200,
a8a785,N657JB,,A320,1464739201,A320-232
a64996,N504JB,AIRBUS INDUSTRIE,A320-232,1464739200,
a8ce92,N667DN,,B752,1464739201,B757-232
a555c3,N443AA,,MD82,1464739201,MD82
aaffa2,N808AN,BOEING 787-8 DREAMLINER,B788,1466992601,AMERICAN AIRLINES
a6657e,N511DN,,,1464739201,
acfc6b,N936EV,BOMBARDIER INC,CL-600-2B19,1464739200,
ab1db2,N815UA,AIRBUS INDUSTRIE,A319-131,1464739200,
a55ea4,N445QX,BOMBARDIER INC,DHC-8-402,1464739200,
a2000f,N228PS,,CRJ2,1464739201,CL-600-2B19 CRJ-200ER
a620b7,N494UA,,A320,1464739201,A320-232
aa75c6,N773SK,BOMBARDIER INC,CL-600-2C10,1464739200,
ab35d3,N821NW,AIRBUS,A330-323,1464739200,
aa8152,N776WN,BOEING,737-7H4,1464739200,
a124b5,N173DZ,,B763,1464739201,B767-332 (ER)
a7df23,N606SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a37fa1,N32404,BOEING,737-924,1464739200,
a600a6,N486UA,,A320,1464739201,A320-232
aa6bc0,N77022,,B772,1464739201,B772
a67ca6,N517NK,,A319,1464739201,A319-132
a658c4,N508MJ,,CRJ7,1464739201,CRJ7
a8b9b3,N661UA,BOEING,767-322,1464739200,
a2cb32,N27964,BOEING,787-9,1464739200,
a37e5a,N324NB,,A319,1464739201,A319-114
a9ea96,N738US,,A319,1464739201,A319-112
a5c504,N471CA,BOMBARDIER INC,CL-600-2B19,1464739200,
a43ec3,N37281,BOEING,737-824,1464739200,
a2addf,N27190,,E145,1464739201,EMB-145XR
a120fe,N172DZ,BOEING,767-332,1464739200,
ab148e,N813AN,BOEING,787-8,1466168187,
a4c135,N405WN,BOEING,B737,1464739201,B737-7H4
ab4866,N826NW,AIRBUS A330-302,A333,1466992601,DELTA AIR LINES
ab249e,N817NW,AIRBUS,A330-323,1464739200,
ab77d5,N838UA,AIRBUS INDUSTRIE,A319-131,1464739200,
a39bfa,N33103,BOEING,757-224,1464739200,
abc515,N858AE,EMBRAER,EMB-135KL,1464739200,
a6628b,N510MJ,,CRJ7,1464739201,CL-600-2C10 CRJ-700
acee21,N932LR,,CRJ9,1464739201,CRJ9
aa6aa1,N770SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a05a25,N12125,,B752,1464739201,B757-224
a43100,N36962,BOEING,787-9,1466168186,
a65156,N506MJ,BOMBARDIER INC,CL-600-2C10,1464739200,
abf002,N8688C,,CRJ2,1464739201,CRJ2
a7c766,N600BP,EMBRAER,EMB-145LR,1464739200,
abc15e,N857AE,EMBRAER,EMB-135KL,1464739200,
ac3eb8,N8886A,BOMBARDIER INC,CL-600-2B19,1464739200,
a66642,N511MJ,,CRJ7,1464739201,CL-600-2C10 CRJ-700
a09f37,N13913,,E145,1464739201,Emb.145LR
aac87b,N794SK,,CRJ7,1464739201,CRJ7
a993f1,N716SK,,CRJ7,1464739201,CRJ7
ac06be,N874RW,EMBRAER,ERJ 170-100SU,1464739200,
a1ad5a,N207PS,,CRJ2,1464739201,CRJ2
ace74e,N930SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200LR
ad3968,N951LR,BOMBARDIER INC,CL-600-2D24,1466168188,
a6550d,N507MJ,BOMBARDIER INC,CL-600-2C10,1464739200,
a54fc8,N441QX,,DH8D,1464739201,DH8D
abef52,N8683B,,CRJ2,1464739201,CRJ2
ac89b3,N907FJ,BOMBARDIER INC,CL-600-2D24,1466168188,
a403c6,N358NW,AIRBUS INDUSTRIE,A320-212,1464739200,
010143,N949FR,,A319,1464739201,A319-111
a081c4,N13132,EMBRAER,EMB-145XR,1464739200,
ac1068,N877AS,BOMBARDIER INC,CL-600-2B19,1464739200,
a67167,N514MJ,BOMBARDIER INC,CL-600-2C10,1464739200,
abee18,N868RW,,E170,1464739201,ERJ-170SE
a64d9f,N505MJ,BOMBARDIER INC,CL-600-2C10,1464739200,
a43eed,N37298,,B738,1464739201,B737-824
ac0307,N873RW,,E170,1464739201,ERJ-170-100SE
a7c849,N600LR,,CRJ9,1464739201,CL-600-2D24 CRJ-900
a18cbb,N19951,BOEING,787-9,1464739200,
a6751e,N515MJ,BOMBARDIER INC,CL-600-2C10,1464739200,
a39100,N329NW,AIRBUS INDUSTRIE,A320-211,1464739200,
aa60da,N768SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a64631,N503MJ,BOMBARDIER INC,CL-600-2C10,1464739200,
ab0463,N809MD,EMBRAER,ERJ 170-100SU,1464739200,
a032cb,N11137,,E145,1464739201,Emb.145XR
a55bcd,N444ZW,BOMBARDIER INC,CL-600-2B19,1464739200,
a6427a,N502MJ,,CRJ7,1464739201,CRJ7
a11fc1,N17133,,B752,1464739201,B757-224
a63ec3,N501MJ,BOMBARDIER INC,CL-600-2C10,1464739200,
a5e2bc,N479CA,BOMBARDIER INC,CL-600-2B19,1464739200,
a03399,N11193,EMBRAER,EMB-145XR,1464739200,
a683e8,N519LR,,CRJ7,1464739201,CRJ7
a669f9,N512MJ,,CRJ7,1464739201,CL-600-2C10 CRJ-700
ac83d5,N905XJ,BOMBARDIER INC,CL-600-2D24,1464739200,
a15397,N185DN,BOEING,767-332,1464739200,
aa2b79,N75410,BOEING,737-924,1464739200,
acf1d8,N933LR,BOMBARDIER INC,CL-600-2D24,1464739200,
aa9793,N7817J,BOEING,737-7L9,1464739200,
a3897f,N327NB,,A319,1464739201,A319-114
aaeec5,N803UA,,A319,1464739201,A319-131
a8522b,N635VA,AIRBUS,A320-214,1464739200,
acdfa3,N929AK,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,1464739200,
a05a03,N12116,,B752,1464739201,B757-224
a86107,N639VA,AIRBUS,A320-214,1464739200,
a15b4c,N187GJ,BOMBARDIER INC,CL-600-2D24,1464739200,
aaa107,N784SW,BOEING,B737,1464739201,B737
aa6a98,N770SA,BOEING,B737,1464739201,B737
a65104,N506JB,AIRBUS INDUSTRIE,A320-232,1464739200,
ac7c67,N903XJ,BOMBARDIER INC,CL-600-2D24,1464739200,
a8b75a,N66051,,B764,1464739201,B767-424 (ER)
a5f938,N484UA,,A320,1464739201,A320-232
a3a0eb,N33292,BOEING,737-824,1464739200,
a44585,N37434,,B739,1464739201,B737-924ER
a64d4d,N505JB,,A320,1464739201,A320-232
aa9723,N7814B,BOEING,737-7K9,1466168187,
a5ee13,N481UA,,A320,1464739201,A320-232
a38d36,N328NB,,A319,1464739201,A319-114
ade191,N994AT,,B712,1464739201,B717-2BD
a8c121,N663UA,BOEING,767-322,1464739200,
ab741e,N837UA,,A319,1464739201,A319-131
aabd61,N791SW,BOEING,B737,1464739201,B737-7H4/W
a53774,N435UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a9dc5e,N73406,,B739,1464739201,B737-924
a560f4,N446AN,,,1464739201,
ad34b9,N950AT,BOEING,717-200,1464739200,
a689b8,N520JB,,A320,1464739201,A320-232
a983f3,N712EV,BOMBARDIER INC,CL-600-2C10,1464739200,
a0817f,N13113,BOEING,757-224,1464739200,
a86e85,N642VA,,A320,1464739201,A320
a55d31,N445AA,,MD82,1464739201,MD82
acc961,N923AT,,B712,1464739201,B717-2BD
adb65b,N983AT,BOEING,717-200,1464739200,
a35843,N31412,,B739,1464739201,B737-924
a10e46,N16713,BOEING,737-724,1464739200,
a1d1d0,N216WR,BOEING,B737,1464739201,B737-7H4/W
aab0de,N7882B,BOEING,737-76Q,1464739200,
a5e44c,N479UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a9d5a2,N73259,BOEING,737-824,1464739200,
acf84e,N935AT,BOEING,717-200,1464739200,
a1d890,N218PS,BOMBARDIER INC,CL-600-2B19,1464739200,
a53006,N433UA,,A320,1464739201,A320-232
aba91b,N850UA,AIRBUS INDUSTRIE,A319-131,1464739200,
a62f93,N498UA,,A320,1464739201,A320-232
ace5bb,N930AT,,B712,1464739201,B717-231
a2615e,N25201,BOEING,737-824,1464739200,
a330a0,N30401,,B739,1464739201,B737-924
a65c7b,N509MJ,BOMBARDIER INC,CL-600-2C10,1464739200,
acd838,N927AN,BOEING,737-823,1464739200,
a31216,N29717,BOEING,737-724,1464739200,
aae757,N801UA,AIRBUS INDUSTRIE,A319-131,1464739200,
a18380,N197PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
a5dbcb,N477HA,BOEING,717-200,1464739200,
aba30b,N849UA,,A319,1464739201,A319-131
a46c9a,N38403,,B739,1464739201,B737-924
a32437,N301NB,,A319,1464739201,A319-114
adbdc9,N985AT,,B712,1464739201,B717-231
a2e621,N286VA,AIRBUS A320-214,A320,1466992601,VIRGIN AMERICA
a61592,N491UA,AIRBUS,A320-232,1464739200,
a66db0,N513MJ,BOMBARDIER INC,CL-600-2C10,1464739200,
a5d570,N475UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a6b249,N530VA,,A319,1464739201,A319-112
aafda1,N807UA,AIRBUS INDUSTRIE,A319-131,1464739200,
a9073a,N681DA,BOEING,757-232,1464739200,
a14c29,N183DN,BOEING,767-332,1464739200,
a2a3b6,N26967,BOEING 787-9 DREAMLINER,B789,1466992601,UNITED AIRLINES
acf492,N934AN,BOEING,737-823,1464739200,
ad34b4,N950AN,BOEING,737-823,1464739200,
acf0e0,N933AT,,B712,1464739201,B717-231
a3f621,N35407,,B739,1464739201,B737-924
ad3c16,N952AA,,B738,1464739201,B737-823
aad012,N796UA,BOEING,777-222,1464739200,
a37b48,N323US,,A320,1464739201,A320-211
aa8882,N778UA,BOEING,777-222,1464739200,
acffbc,N937AT,BOEING,717-200,1464739200,
aaac4a,N787UA,BOEING,777-222,1464739200,
acf849,N935AN,,B738,1464739201,B737-823
a57d42,N453AA,,MD82,1464739201,MD82
a1dcb4,N219UA,BOEING,777-222,1464739200,
aac8a4,N794UA,BOEING,777-222,1464739200,
a49f87,N39726,BOEING,B737,1464739201,B737-724/W
acfc00,N936AN,BOEING,737-823,1464739200,
aa84cb,N777UA,BOEING,777-222,1464739200,
a1ede9,N223UA,BOEING,777-222,1464739200,
a44520,N37408,,B739,1464739201,B737-924
aa8c39,N779UA,BOEING,777-222,1464739200,
ad675d,N963AT,,B712,1464739201,B717-2BD
ace5b6,N930AN,BOEING,737-823,1464739200,
a20433,N229UA,BOEING,777-222,1464739200,
